song_number,artist_familiarity,artist_hotttnesss,artist_id,artist_mbid,artist_playmeid,artist_7digitalid,artist_latitude,artist_longitude,artist_location,artist_name,release,release_7digitalid,song_id,song_hotttnesss,title,track_7digitalid,analysis_sample_rate,audio_md5,danceability,duration,end_of_fade_in,energy,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id,year
1753,0.33773607169985265,0.19708910133658306,b'ARBIXZL12086C11573',b'cd0d4143-9471-4285-82ce-49e71e044547',-1,384049,nan,nan,b'',b'The Dee Jays',b'The Dee Jays / Baby Talk - Best of',520987,b'SOBDZUW12A8C13ED88',nan,b'In The Midnight Hour',5761122,22050,b'78046580a35006aef1d40d827e04c47f',0.0,195.10812,0.183,0.0,5,0.725,-6.586,1,0.276,190.491,118.355,4,0.364,b'TRAFZKN128F92E11AD',0
1754,0.605762456471112,0.3854253249925463,b'ARDIP5S1187FB57056',b'c4c0397c-0599-45e0-8de8-536807f21d3d',147051,67373,27.9758,-81.54106,b'Florida',b'Diamond D',b'Diamond',84466,b'SOHHVXI12A6D4F69E3',0.7202749429535182,b'Intro',888770,22050,b'2915b3d7a1e3dd793071c19f62fa2293',0.0,52.79302,2.479,0.0,1,0.521,-13.149,1,0.522,48.03,146.852,3,0.347,b'TRAFZKY128EF36588B',1997
1755,0.6046446897118567,0.3988625972568107,b'ARNVCZC1187B9934F5',b'a61da244-5ae2-44e8-be90-af59ae45caec',-1,47077,nan,nan,b'',b'Corona',b'The Rhythm Of The Night',123416,b'SOUFZNH12A8C13F572',0.42453905223733984,b'I Gotta Keep Dancing',1274929,22050,b'fc31362c9b778b7870624265e9707b6f',0.0,221.49179,0.0,0.0,7,0.313,-10.771,1,0.468,221.492,131.981,4,0.234,b'TRAFZLA128F42ADCCB',0
1756,0.8788113434932,0.6538972174277825,b'AR8V1WA1187B9AD9E9',b'11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5',-1,11443,42.33168,-83.04792,b'Nashville / Los Angeles',b'The White Stripes',b'Icky Thump',105985,b'SOFAQLG12A8C13AC04',0.707668304630471,b'I\x19m Slowly Turning Into You',1098002,22050,b'aaedb500bf1985cc8f254759c122299e',0.0,274.59873,0.0,0.0,7,0.791,-6.209,1,0.593,255.779,131.279,4,0.943,b'TRAFZRL128F428E465',2007
1757,0.20472576641280416,0.25707591521548795,b'ARGFOAI1269FB3852B',b'',-1,499893,nan,nan,b'',b'2Fresh',b'2Fresh - Get It Started',799147,b'SOOKDUJ12AB018BB67',nan,b'Get It Started',8838247,22050,b'010be7c5672a11f3e8cad691ec982a29',0.0,461.24363,4.133,0.0,8,0.548,-5.497,1,0.608,456.824,85.322,3,1.0,b'TRAFZTM12903CB1F7B',0
1758,0.28393322496953244,0.0,b'ARK3KQ41187B9A64F0',b'fb495d7e-11a8-4d92-808c-3b32adb71bc8',-1,509540,-6.36821,34.88519,b'Tanzania',b'Ndala Kasheba',b'African Grooves Vol.26',685357,b'SOSLCNE12AB018566F',nan,b'Marashi Ya Pemba',7606286,22050,b'db16ce3ddca92f820ed7c2a647b26c07',0.0,414.1971,0.084,0.0,7,0.968,-4.017,1,0.704,405.496,120.039,4,0.686,b'TRAFZVZ12903CE7548',0
1759,0.41838181163382604,0.32078993501601744,b'ARPEJMN11F4C84080E',b'',-1,192910,38.00335,-79.77127,b'Virginia',b'New Roanoke Jug Band',"b""A Pretty Gal's Love""",250395,b'SOLPNNU12A8C13CA04',nan,b'Cold Icy Floor',2932603,22050,b'2ec59752b57812ead041e531bd13f11e',0.0,186.67057,0.2,0.0,7,1.0,-11.552,1,0.902,179.885,117.269,4,1.0,b'TRAFZYZ128F427DD76',0
1760,0.49244072824952,0.33894696915778594,b'ARY1K701187B9A43A9',b'a9f0fc9f-13a0-47aa-a7c3-f2d78013f7b6',-1,407965,nan,nan,b'',b'Joe McBride',"b""Lookin' For A Change""",637620,b'SOFUWDG12A8C142F6D',0.37598430150044215,b'This Is How A Heart Breaks',7077455,22050,b'9d8b35976dbbec2ca77c60fec24d91f0',0.0,291.13424,0.108,0.0,3,0.338,-12.446,1,0.427,287.794,93.331,5,0.626,b'TRAGAAF128F9338911',0
1761,0.47696897054239945,0.3582852521807958,b'ARC28SN1187B989049',b'1ca94c18-d652-4b25-b169-0611421c7fcc',23455,179776,nan,nan,b'United States',b'Greater Vision',b'My Favorite Place',262136,b'SONJXBM12A8C13C358',0.0,"b""Heaven's Hero (Featuring Champion Of Love)""",2875257,22050,b'7b03c76a594464d2247324e331431b4a',0.0,252.682,0.062,0.0,5,0.526,-8.925,1,0.537,246.648,129.493,4,0.423,b'TRAGACJ128F427118C',0
1762,0.5306310767175533,0.326235946430283,b'AR5BLB01187FB57E99',b'680355ed-b0be-4181-a758-99c9c0d0674a',-1,24219,nan,nan,b'',b'Headliners',b'Sag Ihnen Bescheid',35097,b'SOOTRFL12A6D4F5428',0.6382279641323373,b'Sag Ihnen Bescheid',376108,22050,b'ed376a54ceb86ebb71aea5c93a41fbfc',0.0,216.89424,0.27,0.0,9,0.712,-5.893,1,0.556,207.981,160.158,4,0.835,b'TRAGACV128F1474DEC',2005
1763,0.6806202476884844,0.44032607280862934,b'ART5IUL1187B9B0143',b'be23dca9-50e8-455d-9029-1372b299aff0',-1,7600,nan,nan,"b""St. Mary's, Jamaica""",b'Lady Saw',b'Lover Girl',68110,b'SOVZVNF12A67ADA382',0.21508031850922793,b'Bare As You Dare',712829,22050,b'549e4f42485a128442179fecec29b5f3',0.0,230.53016,0.368,0.0,11,0.77,-11.485,1,0.595,220.479,97.004,4,0.78,b'TRAGADP128EF341C7F',1994
1764,0.7193132335728327,0.47274827273176656,b'ARYECDK1187FB45587',b'a96d82a0-cdca-40bf-b4c8-3d7ec178d85b',15919,380,nan,nan,b'',b'The Stranglers',b'La Folie',587,b'SOHJRZY12A63110838',0.5814936371515848,b'It Only Takes Two To Tango',4969,22050,b'ec3a2910541214ffc1e1eac81b17c000',0.0,217.96526,0.073,0.0,4,0.646,-10.011,1,0.352,204.138,107.657,1,0.0,b'TRAGAGQ128E0781352',1981
1765,0.4754577009978948,0.3091394974851341,b'ARHDHOX122988F500E',b'',-1,-1,nan,nan,b'',b'Hot Club Of Detroit',b'Smooth Jazz Journey - Third Edition',705863,b'SOQTSEB12AB01884A0',nan,b'Night Time',7829228,22050,b'2dbe6dbb72efea0f357ab486b7083757',0.0,309.96853,0.169,0.0,4,0.629,-12.469,1,0.365,300.513,110.19,4,1.0,b'TRAGAHW12903CA6DBE',0
1766,0.8510730089495435,0.5904492768121657,b'AROBHK51187B9AD82B',b'199d0ab3-22c0-4c00-b99d-257f591dda1f',-1,582,nan,nan,b'Wales',b'Funeral For A Friend',"b""Tales Don't Tell Themselves""",85625,b'SOCNGFJ12A6D4F6DFD',0.4961753356732933,b'Crash And Burn [Home Demo]',896962,22050,b'5c489c40c6a69f0912ac8e63d2b6d522',0.0,261.14567,0.752,0.0,8,0.847,-14.957,0,0.723,228.595,105.324,4,0.377,b'TRAGALB128EF3676EC',2007
1767,0.5771581238137459,0.5121972430113413,b'AR0JPOG1187FB37383',b'3fafb3eb-bd69-4463-b6aa-bf88472b6089',-1,8899,nan,nan,b'Japan',b'Lyrics Born',b'Later That Day...',240561,b'SOESUUA12A58A7BA05',nan,b'Bad Dreams',2625373,22050,b'305da0884e9ccbec9bf2a73c43bfc6bb',0.0,200.38485,0.0,0.0,1,0.0,-5.167,1,0.0,195.889,85.012,4,0.189,b'TRAGALM128F4236C86',2003
1768,0.8507282658584009,0.5420546314637725,b'ARF84A41187B9A34E7',b'e503a20e-c978-4f7c-82f6-733bffdfe02a',-1,4033,37.87869,-121.94345,"b'Bay Area, CA'",b'Rancid',"b""Life Won't Wait""",104787,b'SOHLRVJ12A8C13A9A2',0.616797018841478,b'Black Lung (Album Version)',1082422,22050,b'90cf20c8d0f79c018965f6bc92ae7b98',0.0,113.47546,0.214,0.0,8,0.346,-3.761,1,0.5,113.475,190.922,3,0.167,b'TRAGANK128F428A5CD',0
1769,0.8031054729293065,0.5457307001135414,b'ARAKARO1187B9A1EB6',b'ccb8f30e-4d71-40c4-8b1d-846dafe73e2c',667,21269,51.50632,-0.12714,"b'London, England'",b'George Michael',b'Ladies And Gentlemen... The Best Of George Michael',482768,b'SOJRJDG12AF72A7B93',nan,b'Praying For Time',5358849,22050,b'7d7b559129e6b9830924b3d90d680bbd',0.0,281.33832,0.317,0.0,10,0.965,-8.183,1,0.64,271.65,127.844,4,0.675,b'TRAGAPY128F92F5DDE',1990
1770,0.3087536335232602,0.20728595283543555,b'ARVJSJY1250940FA2B',b'',-1,89199,nan,nan,b'',b'Tulipunaruusut',b'20 Suosikkia / Karjalan Marjaana',113416,b'SOBWIWM12A8C13BA6D',nan,b'Ilta Oulunjoella',1170742,22050,b'a28985a7fa108626c52f93a4d1729433',0.0,209.34485,4.847,0.0,7,0.326,-11.786,0,0.496,205.88,118.577,4,0.0,b'TRAGAQX128F429ABFE',0
1771,0.5855140069713186,0.36491403453505683,b'AR32ETX1187B9A792F',b'0244ceb5-57dc-4831-aa9c-6a5e5a1c4938',11639,49211,nan,nan,b'',b'The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan',b'The Essential Stevie Ray Vaughan And Double Trouble',287254,b'SOTNNLV12A8C1344BF',0.7801572240193583,b'Telephone Song',3222004,22050,b'1510322799f29378dfa2c0ee25780ab0',0.0,208.48281,0.09,0.0,8,0.588,-8.066,1,0.499,197.23,117.947,4,1.0,b'TRAGARS128F427216A',1990
1772,0.5451654411381094,0.34863014215936494,b'ARX14WH1187FB50649',b'4735caf5-711e-4042-bb63-a2991420239a',98989,121400,51.76102,-0.23396,"b'Hatfield, Hertfordshire, England'",b'Babe Ruth',b'Babe Ruth',360812,b'SOZIGEW12AB0183C28',0.0,b'Dancer (2007 Digital Remaster)',4019494,22050,b'2a06917db3487a8c41531dc59e9a950f',0.0,365.16526,21.966,0.0,4,0.471,-8.351,1,0.176,356.531,111.315,4,0.0,b'TRAGAVB128F932585E',1975
1773,0.632592419749175,0.49769050699763745,b'ARGIABO1187FB4B3B5',b'f5d7d748-256e-4875-a065-78cf2f1e3d39',2939,2124,35.32689,-83.80489,"b'Robbinsville, NC'",b'Ronnie Milsap',b'Live',251858,b'SOHCBTN12A8C134568',nan,"b""Don't You Know How Much I Love You""",2700446,22050,b'6cc55fbfde370453952853e9078f4293',0.0,151.37914,0.0,0.0,7,0.0,-12.581,1,0.257,148.225,112.88,4,0.375,b'TRAGAVF128F424829B',1983
1774,0.4800621144555108,0.3302126989009335,b'ARYKXSD1187B9A4DAD',b'f57585d3-5356-4e8d-85cc-5f2a14a0cba2',75286,78829,nan,nan,b'',b'David Hudson',b'Wangetti',99148,b'SOCVAQV12A8C13627A',nan,b'Monkey & Turtle',1032595,22050,b'e22a95293b156313ea354b79b0199111',0.0,350.56281,0.0,0.0,10,0.726,-12.256,0,0.576,332.063,166.989,4,0.439,b'TRAGAVU128F427E6E0',0
1775,0.7058764019143506,0.6222089601294355,b'ARNZ70R1187B9A4824',b'29762c82-bb92-4acd-b1fb-09cc4da250d2',8426,52287,nan,nan,"b'Westbury, Long Island, NY'",b'Joe Satriani',b'Time Machine',281447,b'SOMCIIM12A8AE49622',nan,b'Echo',3136683,22050,b'5f9b7d5f89c10b6589ad7feb96002fdd',0.0,469.60281,0.0,0.0,4,0.467,-10.256,0,0.397,459.169,100.171,3,0.499,b'TRAGBBI128F4261828',1987
1776,0.7291494406802604,0.5222778974185658,b'AR8ZQ9T1187FB56FE5',b'ea38b4ff-86f2-4672-ac62-77a43ebc7a72',2254,9826,nan,nan,"b'Miami, Florida'",b'Goldfinger',b'Stomping Ground',300031,b'SOHJYGD12A8C13CF7F',0.60478851571927,"b""I'm Down""",3367554,22050,b'28efbed170f2d987290fa85bbb048ed6',0.0,128.49587,0.461,0.0,7,0.394,-4.625,1,0.514,128.496,185.409,4,0.225,b'TRAGBHV128F4295074',0
1777,0.6182968439727855,0.3753748194868852,b'ARA82JG1187FB36131',b'1f0cdc02-c8d5-4228-8227-37ec0c289b48',-1,745,40.76596,-95.3756,"b'Shenandoah, IA'",b'Charlie Haden & Chris Anderson',b'None But The Lonely Heart',113410,b'SOXVMXO12A8C13EAFA',0.26586104921065007,b'Alone Together',1170645,22050,b'ebaa41d513d71411dcc5962ee82476ec',0.0,412.21179,0.293,0.0,2,0.156,-28.346,0,0.293,402.808,115.007,4,0.578,b'TRAGBMD128F429AB9D',0
1778,0.5803670948366871,0.3596629972544362,b'ARUW6HS1187FB3F028',b'900fb180-4427-4e56-a99f-84adb74bd3bd',-1,112084,nan,nan,b'',b'Rokia Traor\xc3\xa9',b'Wanita',396352,b'SOIRHHH12AB01807F0',0.4051157216913865,b'Ch\xc3\xa2teau de sable',4396196,22050,b'158fa5f23cae02fa9098cb8904120ebf',0.0,340.50567,0.428,0.0,7,0.339,-13.807,1,0.404,329.59,96.311,4,0.484,b'TRAGBND128F92FC400',2000
1779,0.5337244769394693,0.3707476836905326,b'ARHEQ501187FB4F898',b'ee0552e7-de2b-4fc2-8739-9c33a905c3e7',-1,36761,nan,nan,b'',b'Fruko Y Sus Tesos',b'Descarga Espectacular',237660,b'SOCPWZF12A8C1359F0',0.25240605098322483,b'El Ausente/ El Preso/ El Caminante/ Tania',2608452,22050,b'11023a2d6dca79a713a1fc245ba33362',0.0,249.05098,0.177,0.0,0,0.534,-9.29,1,0.454,245.487,140.462,4,0.369,b'TRAGBOA128F4232A6E',0
1780,0.7429631523413633,0.45339118607533013,b'ARYPWUK1187B98ACED',b'69161e5a-51dc-473b-8a16-9007dbdbeb93',160843,8614,64.55653,12.66538,b'Norway',b'Emperor',b'Live At Wacken Open Air 2006 - A Night Of Emperial Wrath',431442,b'SOAWTOB12AAA15DA18',nan,b'With Strength I Burn',4814023,22050,b'13ebc6d56e639906abfd75568cacca72',0.0,508.96934,0.0,0.0,11,0.219,-4.277,1,0.356,508.969,162.733,4,0.664,b'TRAGBOR128F92E1064',0
1781,0.8440850613953652,0.7136698195798281,b'ARM7EDF1187B9B3FA1',b'eeb1195b-f213-4ce1-b28c-8565211f8e43',-1,678,nan,nan,b'',"b""Guns N' Roses""",b'Use Your Illusion II',15638,b'SOIHJSD12A6701EB04',0.7010404749722702,b'Locomotive (Complicity)',164673,22050,b'fa4d5dc56e4cad301a2b48cbac2b4c86',0.0,524.87791,0.708,0.0,1,0.63,-7.219,1,0.405,500.018,118.101,4,0.596,b'TRAGBPI128E0792998',1991
1782,0.6013057514861917,0.3636756770511417,b'ARDPTGD1187B9AD361',b'097c86bc-b2b6-4791-833b-39b5385fe3e6',88169,16313,36.87652,-89.58828,"b'Sikeston, MO'",b'Brand X',b'X Communication : Trilogy II',503347,b'SOAKDML12AB018208C',0.0,b'Zero Db (drum solo by Frank Katz)',5570583,22050,b'8f2747729e410b0a75295236d0ab2ff3',0.0,292.5971,2.235,0.0,6,0.789,-18.473,1,0.893,285.379,71.608,1,0.216,b'TRAGCDN128F932855A',0
1783,0.6932000535407005,0.32123723379103947,b'ARKN6D91187B9B09A2',b'f7e61de8-f400-4900-a741-7a0c79191c34',-1,199657,nan,nan,b'',b'Speaker',b'Trace My Track',520602,b'SOJKLCP12AB0183BA1',nan,b'Joking',5758011,22050,b'3b86a396c15e2506e1bc40f38ce97c85',0.0,188.29016,0.611,0.0,9,0.438,-4.63,0,0.477,188.29,131.968,4,0.565,b'TRAGCED128F9355912',1999
1784,0.4301603000055747,0.13232928552293502,b'ARALUOY122988FD079',b'7f11c596-aaef-4cf8-afdf-d58065ed52b3',53028,258551,nan,nan,b'',b'Christos Kedras',b'Poolside : Mykonos',331203,b'SOMSHEH12AB017BA1F',nan,b'Water Blazz (Chill House mix)',3715372,22050,b'23cdf6ad4b47a886601c55b7bb02d037',0.0,321.64526,0.0,0.0,0,0.489,-7.717,1,0.509,321.645,119.331,4,0.67,b'TRAGCKB128F92E9BCA',0
1785,0.3632805711099885,0.30667609347902947,b'AR1ZHYZ1187FB3C717',b'762e2728-f093-4548-8f36-f4580d83e207',-1,248913,nan,nan,b'',b'Faiz Ali Faiz',b'Lagian Ne Maujan',817892,b'SONJFLA12AB018BB67',nan,b'Lagian ne maujan',9035894,22050,b'0a268fe5ed55c2101e5da67ef7195c14',0.0,879.69914,0.0,0.0,3,0.0,-8.523,0,0.103,873.924,141.231,3,0.017,b'TRAGCMO12903CE20CD',0
1786,0.5961899382578277,0.3965213030824702,b'ARTF2KG1187B98DDD1',b'e434c190-2f7b-4256-97d1-4e0d8d825acf',54907,183482,nan,nan,b'',b'Gold City',b'Home For The Holidays',262113,b'SOMLAJJ12A8C138EAC',0.2519818994620154,b'What Child Is This?',2757132,22050,b'c3fb21df521f150f7e79b40a733ca8e5',0.0,165.09342,0.316,0.0,7,0.627,-14.328,0,0.766,153.101,194.028,4,0.406,b'TRAGCRL128F4254E80',0
1787,0.5106602362805842,0.3337708451653926,b'ARTK5LU1187B9A654C',b'd83529bf-6d3a-4c85-9c5f-e7c991c19956',61197,15061,nan,nan,b'',b'Michael Gettel',b'San Juan Suite/San Juan Suite II: Narada Classics',150863,b'SOMLFVN12A8C136135',0.26586104921065007,b'Safe Passage',1574806,22050,b'17746ca508ba5ae10576e691b961460f',0.0,330.97098,2.148,0.0,7,0.369,-16.934,1,0.406,315.902,101.529,4,0.406,b'TRAGCSE128F425FE4B',1996
1788,0.7326033944243092,0.49705095869202826,b'ARLR9U31187B9A71AD',b'794c6bf2-3241-416f-9b8f-24e2d84a1c4b',5515,14590,42.32807,-83.7336,"b'Ann Arbor, MI'",b'The Stooges',b'The Stooges [Deluxe Edition]',21200,b'SOBCTDP12A6D4F7602',0.6513037261300973,b'Not Right (Remastered LP Version)',220169,22050,b'75ea3e89909bbad08aed61b1b00eed75',0.0,169.66485,0.199,0.0,11,0.755,-3.968,0,0.557,156.636,148.458,5,0.444,b'TRAGCSY128F14546B1',0
1789,0.6327790159372851,0.44720665684404026,b'ARR5CEB1187FB5A3FF',b'f4c639bd-5f03-45ac-9d32-4937a4384723',2988,2087,nan,nan,b'',b'Restless Heart',b'Greatest Hits',297013,b'SOXAOIN12A8C138D34',nan,"b""That Rock Won't Roll""",3349412,22050,b'702e3d2b865dce248df13d14346b8a34',0.0,210.46812,0.421,0.0,9,0.568,-13.644,1,0.53,191.402,114.382,4,0.0,b'TRAGCTZ128F4290974',1986
1790,0.44566129114396935,0.2480246869211474,b'AR6DGPH1187B998587',b'e7543947-9735-4fd1-87f8-9c1740fa2cef',65227,323299,35.83073,-85.97874,b'Tennessee',b'David Evans',b'Match Box Blues',434249,b'SOAGRCT12AAF3B5E13',nan,b'Prison Bound Blues',4838015,22050,b'bd9e6f42507be71793078285f9714f45',0.0,250.56608,0.345,0.0,7,0.221,-9.422,1,0.386,241.662,86.201,4,0.0,b'TRAGCUZ128F92E6E26',0
1791,0.5163978048256879,0.35944751217008625,b'ARRTP2G1187B9AF916',b'd4cbfbd0-3b75-4430-9722-57c174901c83',-1,241028,nan,nan,b'',b'Will Pan',b'Play Cool',337141,b'SOYTIQH12AB0181485',nan,b'Shuo Ni Ai Wo',3774201,22050,b'8566e220893cf769825db80dc715e380',0.0,235.85914,0.287,0.0,8,0.265,-6.682,1,0.38,219.55,121.988,4,0.769,b'TRAGCVM128F92F33FF',0
1792,0.673238690660318,0.47920455769377673,b'AR87K371187FB5AA8E',b'f1548c5b-329e-4036-921c-02213a04b525',-1,41556,nan,nan,"b'London, England'",b'Uriah Heep',b'Wake The Sleeper',265303,b'SOIGNJY12A8C13AE1A',0.5011168400946299,b'Wake The Sleeper',2853808,22050,b'35855da667e14e872b6a2dc5a55981ba',0.0,212.84526,0.0,0.0,4,0.309,-4.014,1,0.188,209.032,127.962,3,0.161,b'TRAGCXQ128F426BDD9',2008
1793,0.46025092210598406,0.0,b'AR6896B1187B98FADA',b'b99522ac-a4ff-4ec5-8a18-98695687a414',-1,82549,nan,nan,b'',b'Paso Doble',b'Fantasie [Deluxe Edition]',105411,b'SOWRBWU12A8C13969D',nan,b'Fantasie (Extended Version)',1089941,22050,b'3203160d436169fe7324bb4fd84d2419',0.0,327.83628,4.023,0.0,0,0.569,-11.718,0,0.741,314.892,115.633,4,1.0,b'TRAGCYG128F428C517',0
1794,0.42238680862515954,0.3199800325552832,b'ARSBZSV1187B989B86',b'6bb0bfbd-7f80-40d4-9bb8-4a1d6d0f4907',-1,521666,nan,nan,b'',b'Stress Assassin',b'Carrier Track',701622,b'SODIRMS12A8C140C52',0.21204540548371908,b'EU A4',7784426,22050,b'9916562588692eff26ddbedaca0558fa',0.0,229.53751,0.0,0.0,0,0.0,-11.957,1,0.0,219.777,163.725,7,0.365,b'TRAGDAF128F92F928C',2003
1795,0.5419177370104618,0.4041576710256122,b'ART1R9I1187B9B3324',b'ed20b805-2e45-4ccb-838d-56cfb3947a4c',61414,10558,nan,nan,b'',b'Margaret Becker',b'The Reckoning',484161,b'SOAZRCH12AB017A84D',nan,b'Start The Fire',5372826,22050,b'34c1ab6cae3b1c416bfc92ff32f4317a',0.0,261.04118,0.694,0.0,9,0.757,-9.803,1,0.677,247.716,149.916,4,0.411,b'TRAGDCN128F92F9050',1989
1796,0.4420161280720587,0.30497274472426045,b'AR7BODP1187B9B7766',b'f12da029-927a-4c72-9b60-103afdd740ac',-1,6601,nan,nan,b'CANADA - Ontario',b'Abracadabra',b'En las cosas del amor...',9552,b'SOZFHFF12A6701E914',0.0,b'Te estoy saboreando',98046,22050,b'1b00176375ef26c4842f0d06773164b9',0.0,144.90077,0.131,0.0,11,0.491,-10.715,0,0.481,139.564,164.192,4,0.751,b'TRAGDDC128E0788279',0
1797,0.48604771142351655,0.3805651678346358,b'ARCYJTW11F4C840F74',b'',-1,178278,nan,nan,b'California',b'Orchids',b'Chicago R&B [Parrot R&B]',240395,b'SOAHFGP12A6D4FB62E',0.2636898883630547,b'You Said You Loved Me',3024062,22050,b'6dd6bc38a14c000560448bb3209396fe',0.0,175.98649,0.473,0.0,10,0.0,-11.91,1,0.219,169.268,101.485,3,1.0,b'TRAGDDL128F4248973',0
1798,0.5408813491958131,0.386630836509906,b'ARJRQL51187FB541AB',b'84f01d1b-ff47-4b26-bedb-2701ec5b2c9f',67826,19920,nan,nan,b'',b'Juan Carlos Baglietto',b'Modelo Para Armar',159947,b'SOQRFVZ12A8C13A4C6',0.0,b'Salzanitos',1679243,22050,b'5396d03f65c517bc801f8f59fabe7b01',0.0,220.99546,0.286,0.0,2,0.689,-13.743,1,0.644,213.357,100.855,4,1.0,b'TRAGDEA128F4279040',0
1799,0.4843111624870436,0.3518418956973318,b'ARF1PSM1187B9B802A',b'7f81f7b5-9250-44cb-b3e3-601cfc0aed50',20636,129911,nan,nan,b'',b'Sugarbomb',b'Bully',298752,b'SOCDZMU12A8C13C256',0.4051157216913865,b'Gone',3360464,22050,b'b057010e27ec800bd5dcc5d3bd0ec93e',0.0,219.74159,0.566,0.0,2,0.367,-4.866,1,0.452,214.454,139.778,4,0.701,b'TRAGDFG128F42934A0',2001
1800,0.6932878385507649,0.39327449140462534,b'ARMPQIE1187FB3D4EB',b'42c7542e-71d1-488a-ba2f-9a368c9147f2',34166,7550,nan,nan,"b'Kingston, Jamaica'",b'Bounty Killer',b'Strictly The Best Vol. 15',700059,b'SOAGRTC12AC468B954',nan,b'Ask Fi War',7766977,22050,b'6e7a8b53bf8b31e04ad73d49c5b04390',0.0,227.5522,0.182,0.0,1,0.577,-7.113,1,0.46,222.848,114.272,5,1.0,b'TRAGDKW12903D0E755',0
1801,0.6297516051019162,0.5314117519895055,b'AR7ZI7Z1187B98BF55',b'fa3b825f-7c85-4377-b393-d28a2016e293',-1,43334,nan,nan,b'',b'Mago de Oz',b'Gaia II',130398,b'SOKNFFM12A81C216F3',0.6796860547444804,b'Desde mi cielo',1351218,22050,b'0c0a9fa7156c54014fa00a69dd73e628',0.0,380.682,0.177,0.0,2,0.184,-7.736,1,0.476,341.769,110.255,5,0.679,b'TRAGDLM128F4233397',2005
1802,0.4428185380034297,0.3205201351139909,b'ARTP2PK1187B98FECA',b'23c07df4-b3bb-42e8-8bea-098c0b09fb90',56151,30067,nan,nan,b'',b'Quinteto Violado',b'Vis\xc3\xa3o Futur\xc3\xadstica Do Passado',180927,b'SORVXFP12A81C22116',nan,b'Olha Pro Ceu',1956479,22050,b'b1fd59441797dd93e3755022e77a2777',0.0,202.47465,0.0,0.0,2,0.381,-6.852,1,0.392,192.337,161.518,4,0.475,b'TRAGDOT128F422F342',0
1803,0.7105313879693529,0.4337287814263827,b'ARATR0U1187B9B76D0',b'7a52d619-ebb3-4f95-838f-fbdd4aba646d',51822,313303,nan,nan,"b'San Francisco, CA'",b'Dead To Me',b'Cuban Ballerina',557792,b'SOFMQDK12AF729D3C8',nan,"b""Don't Lie""",6169773,22050,b'bb2fb82954c2aa6cdde2760d22c1c161',0.0,145.55383,0.259,0.0,4,0.518,-5.603,1,0.501,136.661,201.123,4,0.0,b'TRAGDPH128F9344020',2006
1804,0.5678750312781994,0.4055961953475206,b'ARYYTAY1187B9B5F9D',b'be3b8476-48d4-4ff9-9916-757638e8355d',-1,17732,nan,nan,"b'Los Angeles, CA'",b'Paloalto',b'Heroes And Villains',25453,b'SOKEBYL12A6D4F6FBF',0.42530424172042486,b'Seed',270834,22050,b'5ef4d7d66df4b3d8ed46208b0004f286',0.0,289.59302,8.702,0.0,4,0.725,-5.247,0,0.698,264.202,152.0,4,1.0,b'TRAGDPS128F145F8EE',0
1805,0.6033827679508963,0.4494236346936823,b'AR2P71H1187B9B8C00',b'2e0d05e0-d147-46e6-be51-8ffed2a9e0da',2308,3737,nan,nan,b'DE',b'Kool Savas',b'Die besten Tage sind gez\xc3\xa4hlt',407754,b'SOQTSEW12AB0180ED2',0.4287022625232594,b'Warum rappst du?',4536366,22050,b'bbe0edd5e3eae76e531c47b366362647',0.0,79.93424,0.0,0.0,6,0.0,-5.031,0,0.0,79.934,81.224,5,0.647,b'TRAGDRH128F93182E1',2000
1806,0.757389969929311,0.5167640302671827,b'AR5OB9M1187FB52F29',b'fac3bb7e-4e51-4fb7-85e4-741d69b6d779',3124,28335,nan,nan,"b'Savannah, TN'",b'Darryl Worley',b'We Are Enterprise: The Album to Benefit The Rebuilding of Enterprise High School',771267,b'SOCEKJL12AAFF44A8E',0.25358705677289295,"b""Katie's Song""",8538938,22050,b'ff4342cdd0381b76516810be15f02c6c',0.0,261.642,2.351,0.0,7,0.555,-10.294,1,0.711,246.619,96.716,4,0.79,b'TRAGDVU12903CDCD8B',0
1807,0.4441847303654178,0.3265559051117419,b'ARIOTFR1187B98F316',b'c859eb2f-563e-41fe-b034-a043faecf575',147159,291915,nan,nan,b'United States',b'Mykill Miers',b'The Trials Of Job',378580,b'SOCYBQD12A8C143029',nan,b'Get Money',4215837,22050,b'3ec35f70a07c805063b54f675904202e',0.0,263.3922,0.415,0.0,11,0.605,-3.889,1,0.265,251.664,172.485,4,0.502,b'TRAGDWI128F92D84B0',0
1808,0.49244072824952,0.33894696915778594,b'ARY1K701187B9A43A9',b'a9f0fc9f-13a0-47aa-a7c3-f2d78013f7b6',-1,407965,nan,nan,b'',b'Joe McBride',"b""Texas Hold'em""",602374,b'SODXHIZ12A58A7A889',0.26586104921065007,b'One Eyed Jack',6689943,22050,b'43bafdc8aa55087a4156c76c624d9988',0.0,314.06975,0.165,0.0,0,0.445,-10.203,1,0.521,302.231,91.979,4,0.833,b'TRAGDYS12903CF569B',2005
